4 , 4
32 , 32
34 , 34
45 , 45
47 , 47
49 , 49
51 , 51
53 , 53
55 , 55
56 , 56
57 , 57
58 , 58
59 , 59
60 , 60
61 , 61
62 , 62
70 , 59
71 , 59
73 , 58
74 , 58
76 , 58
77 , 58
78 , 58
80 , 58
81 , 58
83 , 58
90 , 90
92 , 92
94 , 94
96 , 96
98 , 98
99 , 99
100 , 100
101 , 101
102 , 102
103 , 103
107 , 102
109 , 102
110 , 102
111 , 102
115 , 102
116 , 102
126 , 101
128 , 101
130 , 101
132 , 101
134 , 101
135 , 101
136 , 101
137 , 101
138 , 101
139 , 101
141 , 101
143 , 101
144 , 101
146 , 101
147 , 101
148 , 101
150 , 101
152 , 101
153 , 101
154 , 101
156 , 156
158 , 158
160 , 160
162 , 162
164 , 164
165 , 165
166 , 166
167 , 167
168 , 168
169 , 169
171 , 165
172 , 165
176 , 169
177 , 169
179 , 166
181 , 166
184 , 166
186 , 165
188 , 165
196 , 166
198 , 166
200 , 166
201 , 166
203 , 166
204 , 166
260 , 260
262 , 262
264 , 264
266 , 266
268 , 268
269 , 269
270 , 270
271 , 271
272 , 272
274 , 270
276 , 270
277 , 270
278 , 270
279 , 279
283 , 270
284 , 270
286 , 270
289 , 270
291 , 270
294 , 294
311 , 311
316 , 316
318 , 316
319 , 316
321 , 321
323 , 323
324 , 324
326 , 326
328 , 328
330 , 330
331 , 331
335 , 335
336 , 336
342 , 324
345 , 345
349 , 331
351 , 324
353 , 324
362 , 345
363 , 345
364 , 345
365 , 345
366 , 345
367 , 345
368 , 345
369 , 345
370 , 324
371 , 324
373 , 331
374 , 345
375 , 345
376 , 345
377 , 345
378 , 345
379 , 345
380 , 345
381 , 345
384 , 331
386 , 335
388 , 335
390 , 335
391 , 335
393 , 335
394 , 335
396 , 396
398 , 398
400 , 400
402 , 402
404 , 404
405 , 405
406 , 406
407 , 407
408 , 408
412 , 405
413 , 413
414 , 405
416 , 405
417 , 405
419 , 407
420 , 407
423 , 407
424 , 407
428 , 405
431 , 405
435 , 405
453 , 453
455 , 455
457 , 457
461 , 461
463 , 463
464 , 464
465 , 465
466 , 466
467 , 467
468 , 468
470 , 465
472 , 465
475 , 465
477 , 465
478 , 465
480 , 465
481 , 465
483 , 465
484 , 465
486 , 465
488 , 465
490 , 465
492 , 465
494 , 465
496 , 465
498 , 465
500 , 465
501 , 465
502 , 465
503 , 465
505 , 465
507 , 465
508 , 465
509 , 465
511 , 465
513 , 465
514 , 465
516 , 516
518 , 518
520 , 520
522 , 522
523 , 523
525 , 525
526 , 526
527 , 527
528 , 528
534 , 523
535 , 523
536 , 523
537 , 523
538 , 523
542 , 523
543 , 523
544 , 523
545 , 523
546 , 523
547 , 523
548 , 548
549 , 523
550 , 523
551 , 523
552 , 523
553 , 523
555 , 523
556 , 523
557 , 523
562 , 523
563 , 523
564 , 523
565 , 523
566 , 523
567 , 523
568 , 523
569 , 523
582 , 523
583 , 523
584 , 523
585 , 523
586 , 523
587 , 523
588 , 523
589 , 523
591 , 523
592 , 523
593 , 523
602 , 523
603 , 523
604 , 523
605 , 523
606 , 523
607 , 523
608 , 523
609 , 523
610 , 523
611 , 523
612 , 523
613 , 523
614 , 523
615 , 523
616 , 523
617 , 523
624 , 523
628 , 523
629 , 523
630 , 523
631 , 523
633 , 523
635 , 635
637 , 637
639 , 639
641 , 641
643 , 643
644 , 644
645 , 645
646 , 646
647 , 647
648 , 648
650 , 646
651 , 646
653 , 653
654 , 654
656 , 656
658 , 658
660 , 660
662 , 662
